time,precipitation,precipitation_probability,temperature_2m
2025-12-12T13:00:00.000Z,0,0,17.9064998626709
2025-12-12T14:00:00.000Z,0,0,18.306499481201172
2025-12-12T15:00:00.000Z,0,0,18.10650062561035
2025-12-12T16:00:00.000Z,0,0,17.456501007080078
2025-12-12T17:00:00.000Z,0,0,14.706500053405762
2025-12-12T18:00:00.000Z,0,0,12.356500625610352
2025-12-12T19:00:00.000Z,0,0,11.506500244140625
2025-12-12T20:00:00.000Z,0,0,10.906499862670898
2025-12-12T21:00:00.000Z,0,0,9.056500434875488
2025-12-12T22:00:00.000Z,0,0,9.106500625610352
2025-12-12T23:00:00.000Z,0,0,8.856500625610352
2025-12-13T00:00:00.000Z,0,0,8.706500053405762
2025-12-13T01:00:00.000Z,0,0,8.906499862670898
2025-12-13T02:00:00.000Z,0,0,8.606500625610352
2025-12-13T03:00:00.000Z,0,0,8.306500434875488
2025-12-13T04:00:00.000Z,0,0,7.80649995803833
2025-12-13T05:00:00.000Z,0,0,8.006500244140625
2025-12-13T06:00:00.000Z,0,0,7.606499671936035
2025-12-13T07:00:00.000Z,0,1,8.656499862670898
2025-12-13T08:00:00.000Z,0,1,11.406499862670898
2025-12-13T09:00:00.000Z,0,0,12.656499862670898
2025-12-13T10:00:00.000Z,0,0,14.906499862670898
2025-12-13T11:00:00.000Z,0,0,17.1564998626709
2025-12-13T12:00:00.000Z,0,0,19.1564998626709
2025-12-13T13:00:00.000Z,0,6,19.506500244140625
2025-12-13T14:00:00.000Z,0.20000000298023224,6,16.35650062561035
2025-12-13T15:00:00.000Z,0,4,16.806499481201172
2025-12-13T16:00:00.000Z,0,5,16.956501007080078
2025-12-13T17:00:00.000Z,0,0,15.606500625610352
2025-12-13T18:00:00.000Z,0,3,15.756500244140625
2025-12-13T19:00:00.000Z,0,11,15.606500625610352
2025-12-13T20:00:00.000Z,0,10,15.906499862670898
2025-12-13T21:00:00.000Z,0,7,15.856500625610352
2025-12-13T22:00:00.000Z,0,21,15.956500053405762
2025-12-13T23:00:00.000Z,0,23,15.956500053405762
2025-12-14T00:00:00.000Z,0,20,16.10650062561035
2025-12-14T01:00:00.000Z,1.899999976158142,39,16.306499481201172
2025-12-14T02:00:00.000Z,1.5,66,16.456501007080078
2025-12-14T03:00:00.000Z,1.2000000476837158,53,16.35650062561035
2025-12-14T04:00:00.000Z,0,24,16.506500244140625
