"Start Date:01/14/2026 12:00 AM End Date:01/23/2026 12:00 AM","","","","","","","","","","",""
"DATE","Vehicle ID","Number","Route","Station","ARRIVAL","DEPARTURE","Dwell (sec)","APC Boardings","APC Alightings","EPC Boardings","EPC Alightings"
"2026-01-15","21-111","08:40:00-31","Magnolia","Burton House / Terra Nova Apts / Cavell Court","09:02:29","09:02:46","17","0","0","0","0"
"2026-01-15","21-115","08:40:00-27023","College Loop","South Donahue Dr & Woodfield Dr","09:02:29","09:03:25","56","0","1","0","0"
"2026-01-15","21-142","08:45:00-27059","South College","Sara St & Harmon Dr","09:02:32","09:03:02","30","0","0","0","0"
"2026-01-15","21-103","08:40:00-27073","Webster Road","Bellwood","09:02:40","09:03:04","24","2","0","0","0"
"2026-01-15","21-155","09:10:00-27070","West Campus","Student Center Haley Center Pavillion","09:02:46","09:09:43","417","5","17","0","0"
"2026-01-15","21-135","08:55:00-27063","South Donahue","AU Research Park & The Edge Apartments","09:02:54","09:03:07","13","0","0","0","0"
"2026-01-15","21-106","08:45:00-27062","South Donahue","French Quarter","09:02:55","09:04:17","82","15","0","0","0"
"2026-01-15","21-139","08:45:00-27035","North Auburn","Creekside 2nd Stop","09:03:02","09:03:46","44","6","0","0","0"
"2026-01-15","21-137","08:50:00-27024","College Loop","The Beacon","09:03:02","09:03:02","0","23","0","0","0"
"2026-01-15","21-154","08:40:00-27108","South Auburn","The Magnolia 1st Stop","09:03:12","09:03:58","46","5","0","0","0"
"2026-01-15","21-103","08:40:00-27073","Webster Road","Ridgewood Village","09:03:20","09:04:17","57","0","0","0","0"
"2026-01-15","21-170","08:55:00-27034","Health Sciences Sector","Health Sciences Sector","09:03:21","09:03:50","29","0","0","0","0"
"2026-01-15","21-123","08:50:00-134","Magnolia","160 Ross","09:03:27","09:10:56","449","19","0","0","0"
"2026-01-15","21-143","09:10:00-27039","North College","Student Center Stadium Parking Deck Pavilion","09:03:29","09:10:36","427","2","12","0","0"
"2026-01-15","21-159","08:55:00-27071","Webster Road","Greene Hall","09:03:50","09:04:15","25","0","0","0","0"
"2026-01-15","21-108","09:10:00-27095","Park & Ride","Student Center Haley Center Pavillion","09:04:15","09:09:54","339","2","15","0","0"
"2026-01-15","21-149","09:00:00-140","West Glenn","Eagles West Apartments ","09:04:16","09:04:37","21","0","0","0","0"
"2026-01-15","21-113","09:00:00-27033","Haley West","Neville Arena","09:04:16","09:04:46","30","0","0","0","0"
"2026-01-15","21-128","08:50:00-139","West Glenn","Lowder Hall","09:04:19","09:04:58","39","0","3","0","0"
"2026-01-15","21-153","08:50:00-27057","South Auburn","Eagle's Landing 2nd Stop","09:04:36","09:04:36","0","0","0","0","0"
"2026-01-15","21-154","08:40:00-27108","South Auburn","The Magnolia 2nd Stop","09:04:42","09:05:21","39","4","0","0","0"
"2026-01-15","21-139","08:45:00-27035","North Auburn","Creekside 3rd Stop","09:04:44","09:05:38","54","3","0","0","0"
"2026-01-15","21-101","08:40:00-27044","North Donahue","Village North (To Campus)","09:04:45","09:05:20","35","6","0","0","0"
"2026-01-15","21-159","08:55:00-27071","Webster Road","Crossland Downs & Large Animal Teaching Hospital","09:04:48","09:05:19","31","0","1","0","0"
"2026-01-15","21-149","09:00:00-140","West Glenn","Edge West Apartments ","09:04:49","09:05:16","27","1","0","0","0"
"2026-01-15","21-161","08:50:00-27068","West Campus","Lowder Hall","09:04:52","09:05:43","51","0","13","0","0"
"2026-01-15","21-160","09:00:00-27026","East Glenn ","East Thach Ave & Cove Ct","09:04:53","09:05:19","26","0","0","0","0"
"2026-01-15","21-129","08:50:00-27031","Glenn-Harper","Ross St &  Harper Ave / Regency Square Apartments","09:04:59","09:05:32","33","0","0","0","0"
"2026-01-15","21-112","08:55:00-27038","North College","Gay St & E Drake Ave ","09:05:08","09:05:31","23","0","0","0","0"
"2026-01-15","21-157","09:00:00-27025","College Loop","VCOM","09:05:13","09:05:44","31","0","0","0","0"
"2026-01-15","21-170","08:55:00-27034","Health Sciences Sector","AU Medical Clinic","09:05:14","09:06:18","64","5","1","0","0"
"2026-01-15","211-401","27139-0115_M1","University Express","Van Stop 1","09:05:18","09:05:18","0","0","0","0","0"
"2026-01-15","21-142","08:45:00-27059","South College","South College St & East University Dr","09:05:19","09:05:53","34","0","0","0","0"
"2026-01-15","21-149","09:00:00-140","West Glenn","Hemlock at W. Magnolia","09:05:27","09:05:49","22","0","0","0","0"
"2026-01-15","21-119","08:45:00-114","Wire Road","Barron's Trailer Park","09:05:37","09:05:37","0","0","0","0","0"
"2026-01-15","21-101","08:40:00-27044","North Donahue","Riverwalk Apartments & The View (To Campus)","09:05:38","09:06:13","35","4","0","0","0"
"2026-01-15","21-129","08:50:00-27031","Glenn-Harper","Harper Ave & Cook St / Deerfield Condominiums","09:05:41","09:06:43","62","5","0","0","0"
"2026-01-15","21-103","08:40:00-27073","Webster Road","The Brookes & Hearthstone","09:05:42","09:06:04","22","1","0","0","0"
"2026-01-15","21-112","08:55:00-27038","North College","Martin Ave & North Gay St","09:05:45","09:06:19","34","4","0","0","0"
"2026-01-15","21-136","09:10:00-27056","South Auburn","Student Center Stadium Parking Deck Pavilion","09:05:51","09:10:46","295","0","35","0","0"
"2026-01-15","21-149","09:00:00-140","West Glenn","Dwell Logan Square Apt 1st Stop","09:06:04","09:07:09","65","37","8","0","0"
"2026-01-15","21-138","09:15:00-27032","Haley West","Student Center Haley Center Pavillion","09:06:07","09:14:25","498","8","31","0","0"
"2026-01-15","21-142","08:45:00-27059","South College","Lakewood Commons","09:06:08","09:06:30","22","1","0","0","0"
"2026-01-15","21-135","08:55:00-27063","South Donahue","South College St & East Longleaf Dr","09:06:24","09:06:40","16","0","0","0","0"
"2026-01-15","21-103","08:40:00-27073","Webster Road","Crossland Downs & Stone Gate Mobile Home Community","09:06:25","09:06:55","30","2","0","0","0"
"2026-01-15","21-102","09:00:00-27069","West Campus","Beech St & West Thach Ave","09:06:27","09:06:57","30","8","0","0","0"
"2026-01-15","21-114","08:40:00-27037","North College","Sanders St & Bragg Ave ","09:06:32","09:06:57","25","2","0","0","0"
"2026-01-15","21-120","09:15:00-17","Old Row - West Parking","Student Center Haley Center Pavillion","09:06:32","09:15:24","532","2","16","0","0"
"2026-01-15","21-147","08:55:00-27051","Park & Ride","Lem Morrison Drive (New Frat Row)","09:06:35","09:07:33","58","15","0","0","0"
"2026-01-15","21-118","09:00:00-27049","Old Row - West Parking","Impound Lot","09:06:36","09:08:13","97","0","0","0","0"
"2026-01-15","21-106","08:45:00-27062","South Donahue","Southern Edge Apartments","09:06:36","09:08:03","87","5","1","0","0"
"2026-01-15","21-139","08:45:00-27035","North Auburn","Bowlero Auburn","09:06:38","09:07:12","34","0","0","0","0"
"2026-01-15","21-170","08:55:00-27034","Health Sciences Sector","South Quad Parking Deck","09:06:51","09:07:19","28","1","0","0","0"
"2026-01-15","21-159","08:55:00-27071","Webster Road","Gentilly Park","09:06:59","09:07:31","32","0","0","0","0"
"2026-01-15","21-113","09:00:00-27033","Haley West","FarmHouse Fraternity","09:07:02","09:07:23","21","0","0","0","0"
"2026-01-15","21-111","08:40:00-31","Magnolia","Lowder Hall & Shelby Center (To Campus)","09:07:03","09:08:04","61","1","8","0","0"
"2026-01-15","21-128","09:15:00-139","West Glenn","Student Center Haley Center Pavillion","09:07:04","09:15:38","514","21","23","0","0"
"2026-01-15","21-168","09:05:00-27120","South Quad/Fine Arts","Cambridge Residence Hall","09:07:08","09:07:22","14","0","0","0","0"
"2026-01-15","21-151","09:00:00-27050","Park & Ride","The McWhorter Center","09:07:09","09:07:33","24","0","0","0","0"
"2026-01-15","21-157","09:00:00-27025","College Loop","AU Federal Credit Union","09:07:11","09:07:38","27","0","0","0","0"
"2026-01-15","21-102","09:00:00-27069","West Campus","Beech Street and Magnolia ","09:07:15","09:08:06","51","4","0","0","0"
"2026-01-15","21-103","08:40:00-27073","Webster Road","College of Veterinary Medicine","09:07:17","09:07:38","21","0","0","0","0"
"2026-01-15","21-135","08:55:00-27063","South Donahue","The Mill","09:07:21","09:10:32","191","8","0","0","0"
"2026-01-15","21-129","08:50:00-27031","Glenn-Harper","Highland Condominiums","09:07:22","09:10:42","200","6","1","0","0"
"2026-01-15","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","North Dean & Drew Ln","09:07:30","09:07:51","21","0","0","0","0"
"2026-01-15","21-116","09:15:00-27047","North Ross","Student Center Greenspace Pavilion","09:07:31","09:15:59","508","4","2","0","0"
"2026-01-15","21-119","08:45:00-114","Wire Road","College Mobile Home Park","09:07:34","09:07:51","17","0","0","0","0"
"2026-01-15","21-145","09:00:00-135","Magnolia","Lowder Hall & Shelby Center (From Campus)","09:07:34","09:08:28","54","0","0","0","0"
"2026-01-15","21-168","09:05:00-27120","South Quad/Fine Arts","AU Alumni Center","09:07:38","09:08:20","42","0","0","0","0"
"2026-01-15","21-152","09:10:00-27053","Samford-Shug Jordan","Student Center Greenspace Pavilion","09:07:39","09:10:59","200","3","3","0","0"
"2026-01-15","21-112","08:55:00-27038","North College","Tullahoma Dr at Shelton Mill Rd","09:07:55","09:08:18","23","0","0","0","0"
"2026-01-15","21-101","08:40:00-27044","North Donahue","Lowder Hall","09:08:15","09:08:50","35","1","5","0","0"
"2026-01-15","21-119","08:45:00-114","Wire Road","Madison Park","09:08:18","09:08:43","25","0","0","0","0"
"2026-01-15","21-151","09:00:00-27050","Park & Ride","Intramural Field (Biggio Drive)","09:08:21","09:10:34","133","11","1","0","0"
"2026-01-15","21-161","09:15:00-27068","West Campus","Student Center Haley Center Pavillion","09:08:27","09:16:12","465","9","31","0","0"
"2026-01-15","21-113","09:00:00-27033","Haley West","West Parking Lot","09:08:29","09:15:11","402","24","0","0","0"
"2026-01-15","21-118","09:00:00-27049","Old Row - West Parking","Beech St & West Thach Ave","09:08:40","09:09:39","59","1","0","0","0"
"2026-01-15","21-149","09:00:00-140","West Glenn","Dwell Logan Square Apartments 2nd Stop","09:08:47","09:09:39","52","12","2","0","0"
"2026-01-15","21-145","09:00:00-135","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","09:08:50","09:09:43","53","0","0","0","0"
"2026-01-15","21-137","08:50:00-27024","College Loop","Evergreen Apartments","09:08:54","09:10:00","66","12","0","0","0"
"2026-01-15","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Aspen Heights Ln","09:09:08","09:10:13","65","2","0","0","0"
"2026-01-15","21-159","08:55:00-27071","Webster Road","Webster Crossing","09:09:09","09:09:42","33","0","0","0","0"
"2026-01-15","21-133","09:05:00-6","West Glenn","Eagles West Apartments ","09:09:15","09:09:33","18","0","0","0","0"
"2026-01-15","21-110","09:00:00-27045","North Donahue","Riverwalk Apartments & The View (From Campus))","09:09:16","09:09:47","31","0","0","0","0"
"2026-01-15","21-102","09:00:00-27069","West Campus","The Grove","09:09:26","09:11:36","130","33","1","0","0"
"2026-01-15","21-119","08:45:00-114","Wire Road","The Brookes & Hearthstone","09:09:28","09:09:44","16","0","0","0","0"
"2026-01-15","21-127","09:15:00-27065","South Donahue","Student Center Stadium Parking Deck Pavilion","09:09:31","09:15:07","336","8","2","0","0"
"2026-01-15","21-160","09:00:00-27026","East Glenn ","East Glenn Administrative Support Building / HR","09:09:33","09:10:09","36","0","0","0","0"
"2026-01-15","21-133","09:05:00-6","West Glenn","Edge West Apartments ","09:09:44","09:10:12","28","0","0","0","0"
"2026-01-15","21-144","08:45:00-27048","North Ross","Auburn Post Office","09:09:45","09:10:40","55","0","0","0","0"
"2026-01-15","21-110","09:00:00-27045","North Donahue","Village North (From Campus)","09:09:58","09:10:23","25","0","2","0","0"
"2026-01-15","21-118","09:00:00-27049","Old Row - West Parking","Beech St & Magnolia Ave","09:09:59","09:10:47","48","1","0","0","0"
"2026-01-15","21-147","08:55:00-27051","Park & Ride","Extension Loop","09:10:00","09:10:33","33","0","0","0","0"
"2026-01-15","21-149","09:00:00-140","West Glenn","Peachtree Apartments","09:10:03","09:11:04","61","4","0","0","0"
"2026-01-15","21-119","08:45:00-114","Wire Road","Crossland Downs & Stone Gate Mobile Home Community","09:10:05","09:10:57","52","0","0","0","0"
"2026-01-15","21-157","09:00:00-27025","College Loop","The Beacon","09:10:05","09:10:05","0","6","0","0","0"
"2026-01-15","21-112","08:55:00-27038","North College","Yugo Auburn North 1","09:10:08","09:10:08","0","6","1","0","0"
"2026-01-15","21-141","09:00:00-27046","North Ross","East Drake Ave & North Ross St","09:10:09","09:10:31","22","0","0","0","0"
"2026-01-15","21-114","08:40:00-27037","North College","Lowder Hall","09:10:12","09:11:00","48","0","8","0","0"
"2026-01-15","21-133","09:05:00-6","West Glenn","Hemlock at W. Magnolia","09:10:21","09:11:02","41","3","0","0","0"
"2026-01-15","21-141","09:00:00-27046","North Ross","North Ross St & Martin Ave","09:10:47","09:11:10","23","0","0","0","0"
"2026-01-15","21-115","09:15:00-27023","College Loop","Student Center Greenspace Pavilion","09:10:48","09:16:05","317","0","4","0","0"
"2026-01-15","21-110","09:00:00-27045","North Donahue","Cary Drive & North Donahue Dr ","09:10:58","09:11:18","20","0","0","0","0"
"2026-01-15","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Creekside 1st Stop","09:10:59","09:12:00","61","0","0","0","0"
"2026-01-15","21-118","09:00:00-27049","Old Row - West Parking","West Magnolia Ave & Hemlock Dr","09:11:00","09:11:45","45","0","0","0","0"
"2026-01-15","21-111","08:40:00-31","Magnolia","Lowder Hall","09:11:01","09:12:09","68","4","3","0","0"
"2026-01-15","21-101","09:20:00-27044","North Donahue","Student Center Greenspace Pavilion","09:11:06","09:20:31","565","13","18","0","0"
"2026-01-15","21-153","08:50:00-27057","South Auburn","Downs Way & West Longleaf Dr","09:11:09","09:11:36","27","0","0","0","0"
"2026-01-15","21-133","09:05:00-6","West Glenn","Dwell Logan Square Apt 1st Stop","09:11:16","09:12:08","52","19","3","0","0"
"2026-01-15","21-123","08:50:00-134","Magnolia","Magnolia Woods Apartments & Greystone Manor","09:11:22","09:12:06","44","6","0","0","0"
"2026-01-15","21-129","08:50:00-27031","Glenn-Harper","Deerwood Apartments","09:11:24","09:12:33","69","1","1","0","0"
"2026-01-15","21-119","08:45:00-114","Wire Road","College of Veterinary Medicine","09:11:26","09:11:42","16","0","0","0","0"
"2026-01-15","21-141","09:00:00-27046","North Ross","Gazebo Apartments","09:11:29","09:11:40","11","0","0","0","0"
"2026-01-15","21-163","08:50:00-27052","Samford-Shug Jordan","3-D Arts Center & Facilities Management","09:11:30","09:12:01","31","0","0","0","0"
"2026-01-15","21-135","08:55:00-27063","South Donahue","French Quarter","09:11:31","09:12:15","44","2","0","0","0"
"2026-01-15","21-151","09:00:00-27050","Park & Ride","Lem Morrison Drive (New Frat Row)","09:11:33","09:12:38","65","5","0","0","0"
"2026-01-15","21-109","09:00:00-27055","South Auburn","Samford Square","09:11:40","09:12:12","32","1","0","0","0"
"2026-01-15","21-137","08:50:00-27024","College Loop","Gogue Performing Arts Center","09:11:43","09:12:03","20","0","1","0","0"
"2026-01-15","21-168","09:05:00-27120","South Quad/Fine Arts","Jule Collins Smith Museum of Art","09:11:48","09:20:18","510","1","0","0","0"
"2026-01-15","21-110","09:00:00-27045","North Donahue","Woodland Hills Apartments ","09:12:03","09:12:28","25","0","0","0","0"
"2026-01-15","21-118","09:00:00-27049","Old Row - West Parking","Edge West Apartments","09:12:04","09:15:15","191","11","0","0","0"
"2026-01-15","21-141","09:00:00-27046","North Ross","North Ross St & Mary Ln","09:12:04","09:12:26","22","0","0","0","0"
"2026-01-15","21-153","08:50:00-27057","South Auburn","Longleaf Villas","09:12:15","09:12:39","24","1","0","0","0"
"2026-01-15","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Creekside 2nd Stop","09:12:19","09:12:52","33","0","0","0","0"
"2026-01-15","21-137","08:50:00-27024","College Loop","South Donahue Dr & Woodfield Dr","09:12:35","09:13:33","58","0","0","0","0"
"2026-01-15","21-106","08:45:00-27062","South Donahue","Research Park To Campus","09:12:38","09:13:25","47","7","0","0","0"
"2026-01-15","21-122","09:20:00-27027","East Glenn ","Mell St Station","09:12:42","09:20:26","464","2","2","0","0"
"2026-01-15","21-123","08:50:00-134","Magnolia","Burton House / Terra Nova Apts / Cavell Court","09:12:43","09:13:27","44","3","0","0","0"
"2026-01-15","21-141","09:00:00-27046","North Ross","Mary Ln & Harris Ave","09:12:44","09:20:30","466","1","0","0","0"
"2026-01-15","21-145","09:00:00-135","Magnolia","160 Ross","09:12:55","09:20:46","471","0","0","0","0"
"2026-01-15","21-110","09:00:00-27045","North Donahue","Summer Wind Apartments & The Domain ","09:12:59","09:13:19","20","0","0","0","0"
"2026-01-15","21-131","09:05:00-27022","College Loop","VCOM","09:13:08","09:13:36","28","0","0","0","0"
"2026-01-15","21-158","09:05:00-27058","South College","Savannah Sq & Williamsburg Pl","09:13:15","09:22:26","551","2","2","0","0"
"2026-01-15","21-153","08:50:00-27057","South Auburn","The Magnolia 1st Stop","09:13:31","09:14:33","62","4","0","0","0"
"2026-01-15","21-170","09:20:00-27034","Health Sciences Sector","Student Center Haley Center Pavillion","09:13:35","09:20:25","410","2","6","0","0"
"2026-01-15","21-107","09:05:00-27036","North Auburn","Aspen Heights Ln","09:13:36","09:20:13","397","1","2","0","0"
"2026-01-15","21-109","09:00:00-27055","South Auburn","Eagle's Landing 2nd Stop","09:13:45","09:13:45","0","0","0","0","0"
"2026-01-15","21-133","09:05:00-6","West Glenn","Dwell Logan Square Apartments 2nd Stop","09:13:45","09:14:28","43","8","0","0","0"
"2026-01-15","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Creekside 3rd Stop","09:13:45","09:15:00","75","2","0","0","0"
