"Start Date:01/14/2026 12:00 AM End Date:01/23/2026 12:00 AM","","","","","","","","","","",""
"DATE","Vehicle ID","Number","Route","Station","ARRIVAL","DEPARTURE","Dwell (sec)","APC Boardings","APC Alightings","EPC Boardings","EPC Alightings"
"2026-01-21","21-161","18:25:00-27068","West Campus","Lowder Hall","18:38:54","18:39:51","57","0","0","0","0"
"2026-01-21","21-114","18:00:00-27037","North College","Lowder Hall","18:38:59","18:40:34","95","0","0","0","0"
"2026-01-21","21-120","18:45:00-17","Old Row - West Parking","Student Center Haley Center Pavillion","18:40:00","18:45:19","319","1","1","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","Student Center Haley Center Pavillion","18:40:02","18:46:22","380","1","1","0","0"
"2026-01-21","21-148","18:20:00-27163","North Dean - PM (after 11 am)","Auburn Mall","18:40:21","18:40:40","19","0","0","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Student Center Greenspace Pavilion","18:40:30","18:45:42","312","1","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Student Center Stadium Parking Deck Pavilion","18:41:04","18:45:27","263","0","0","0","0"
"2026-01-21","21-131","18:20:00-27022","College Loop","Gogue Performing Arts Center","18:41:13","18:41:24","11","0","0","0","0"
"2026-01-21","21-131","18:20:00-27022","College Loop","South Donahue Dr & Woodfield Dr","18:41:57","18:42:31","34","0","0","0","0"
"2026-01-21","21-161","18:50:00-27068","West Campus","Student Center Haley Center Pavillion","18:42:16","18:50:24","488","9","3","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Student Center Stadium Parking Deck Pavilion","18:42:26","18:43:42","76","4","0","0","0"
"2026-01-21","21-151","18:50:00-27050","Park & Ride","Student Center Haley Center Pavillion","18:42:33","18:50:27","474","2","2","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Eagles West Apartments ","18:44:50","18:45:24","34","0","0","0","0"
"2026-01-21","21-170","NIS","Health Sciences Sector","College of Veterinary Medicine","18:44:56","18:44:56","0","0","0","0","0"
"2026-01-21","21-170","NIS","Health Sciences Sector","Crossland Downs & Large Animal Teaching Hospital","18:45:16","18:45:16","0","0","0","0","0"
"2026-01-21","21-148","18:20:00-27163","North Dean - PM (after 11 am)","North Dean & Drew Ln","18:45:32","18:45:48","16","0","0","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Mell St Station","18:45:34","18:51:33","359","3","1","0","0"
"2026-01-21","21-170","NIS","Health Sciences Sector","The Brookes & Hearthstone","18:45:36","18:45:36","0","0","0","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Edge West Apartments ","18:45:40","18:46:07","27","0","0","0","0"
"2026-01-21","21-170","NIS","Health Sciences Sector","Madison Park","18:45:56","18:45:56","0","0","0","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","Lowder Hall & Shelby Center (From Campus)","18:46:10","18:47:38","88","2","1","0","0"
"2026-01-21","21-170","NIS","Health Sciences Sector","Gentilly Park","18:46:18","18:46:43","25","0","0","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Hemlock at W. Magnolia","18:46:28","18:46:57","29","0","0","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","Student Center Greenspace Pavilion","18:46:48","18:51:23","275","0","0","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Riverwalk Apartments & The View (From Campus))","18:47:09","18:47:33","24","0","0","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Dwell Logan Square Apt 1st Stop","18:47:14","18:47:38","24","0","3","0","0"
"2026-01-21","21-163","18:40:00-27052","Samford-Shug Jordan","KA Stop","18:47:38","18:47:56","18","0","0","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Village North (From Campus)","18:47:44","18:48:09","25","0","3","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","18:48:16","18:48:48","32","0","0","0","0"
"2026-01-21","21-106","18:40:00-27062","South Donahue","AU Research Park & The Edge Apartments","18:48:32","18:48:55","23","0","1","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Cary Drive & North Donahue Dr ","18:48:40","18:48:57","17","0","0","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","Neville Arena","18:48:42","18:49:14","32","0","0","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Dwell Logan Square Apartments 2nd Stop","18:49:23","18:50:03","40","0","3","0","0"
"2026-01-21","21-154","18:40:00-27108","South Auburn","Samford Square","18:49:35","18:50:14","39","0","1","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Woodland Hills Apartments ","18:49:39","18:50:01","22","0","0","0","0"
"2026-01-21","21-163","18:40:00-27052","Samford-Shug Jordan","Harper Flatts","18:49:47","18:50:36","49","1","0","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Greene Hall","18:49:47","18:50:08","21","0","0","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Summer Wind Apartments & The Domain ","18:50:30","18:50:51","21","0","1","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Peachtree Apartments","18:50:39","18:51:29","50","0","1","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","East Drake Ave & North Ross St","18:50:42","18:51:03","21","0","1","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Crossland Downs & Large Animal Teaching Hospital","18:50:44","18:51:12","28","0","0","0","0"
"2026-01-21","21-160","18:50:00-27026","East Glenn ","Mell St Station","18:50:47","18:51:23","36","0","2","0","0"
"2026-01-21","21-120","18:45:00-17","Old Row - West Parking","Impound Lot","18:50:56","18:51:38","42","0","1","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","319 Bragg","18:51:02","18:51:23","21","0","0","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","North Ross St & Martin Ave","18:51:17","18:51:34","17","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Gentilly Park","18:51:20","18:51:35","15","0","0","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","Gazebo Apartments","18:51:50","18:52:00","10","0","0","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","FarmHouse Fraternity","18:52:14","18:52:32","18","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Crossland Downs & Stone Gate Mobile Home Community","18:52:15","18:52:15","0","0","0","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","North Ross St & Mary Ln","18:52:23","18:52:41","18","0","0","0","0"
"2026-01-21","21-106","18:40:00-27062","South Donahue","South College St & East Longleaf Dr","18:52:29","18:52:55","26","1","4","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Greene Hall","18:52:45","18:52:45","0","0","0","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","Mary Ln & Harris Ave","18:52:55","19:01:41","526","1","2","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Gentilly Park","18:52:56","18:53:28","32","0","2","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Donahue Crossing 1st Stop","18:53:00","19:00:20","440","0","0","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Gay St & Mitcham Ave (The Standard)","18:53:23","18:55:06","103","0","1","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","West Parking Lot","18:53:24","19:00:23","419","0","1","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Greene Hall","18:53:46","18:54:04","18","0","0","0","0"
"2026-01-21","21-106","18:40:00-27062","South Donahue","The Mill","18:53:48","19:00:23","395","0","5","0","0"
"2026-01-21","21-163","18:40:00-27052","Samford-Shug Jordan","3-D Arts Center & Facilities Management","18:53:53","18:54:32","39","0","0","0","0"
"2026-01-21","21-133","18:40:00-6","West Glenn","Lowder Hall","18:53:55","18:55:45","110","0","0","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","160 Ross","18:54:02","19:00:25","383","0","7","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Gay St & E Drake Ave ","18:54:14","18:54:30","16","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Crossland Downs & Large Animal Teaching Hospital","18:54:30","18:54:57","27","0","0","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Webster Crossing","18:54:37","18:55:09","32","0","0","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Martin Ave & North Gay St","18:54:40","18:54:40","0","0","1","0","0"
"2026-01-21","21-160","18:50:00-27026","East Glenn ","East Thach Ave & Cove Ct","18:55:21","18:55:58","37","0","0","0","0"
"2026-01-21","21-151","18:50:00-27050","Park & Ride","The McWhorter Center","18:55:45","18:56:19","34","0","0","0","0"
"2026-01-21","21-161","18:50:00-27068","West Campus","Beech St & West Thach Ave","18:55:52","18:56:21","29","0","3","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Gentilly Park","18:56:12","18:56:34","22","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","3D Arts & Gameday Facilities","18:56:14","18:56:14","0","0","0","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","VCOM","18:56:26","18:57:04","38","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Conway Acres","18:56:53","19:05:02","489","0","0","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Tullahoma Dr at Shelton Mill Rd","18:56:56","18:57:13","17","0","0","0","0"
"2026-01-21","21-151","18:50:00-27050","Park & Ride","Intramural Field (Biggio Drive)","18:57:10","19:01:26","256","2","1","0","0"
"2026-01-21","21-139","18:45:00-27035","North Auburn","Aspen Heights Ln","18:57:29","19:00:44","195","0","1","0","0"
"2026-01-21","21-148","19:10:00-27163","North Dean - PM (after 11 am)","Mell St Station","18:57:29","19:12:45","916","2","2","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Ross St &  Harper Ave / Regency Square Apartments","18:57:38","18:58:07","29","0","0","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Harper Ave & Cook St / Deerfield Condominiums","18:58:27","18:59:01","34","0","0","0","0"
"2026-01-21","21-161","18:50:00-27068","West Campus","The Grove","18:58:58","19:00:23","85","0","6","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Yugo Auburn North 1","18:59:03","18:59:03","0","0","2","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Student Center Haley Center Pavillion","18:59:06","19:05:40","394","7","1","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","AU Federal Credit Union","18:59:07","18:59:37","30","0","0","0","0"
"2026-01-21","21-120","18:45:00-17","Old Row - West Parking","Edge West Apartments","18:59:11","19:00:54","103","0","0","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Highland Condominiums","18:59:33","19:00:16","43","0","4","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Savannah Sq & Williamsburg Pl","18:59:52","19:06:09","377","0","1","0","0"
"2026-01-21","21-154","18:40:00-27108","South Auburn","Eagle's Landing 2nd Stop","19:00:10","19:00:19","9","0","0","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","West Parking Lot #2","19:00:32","19:01:00","28","0","0","0","0"
"2026-01-21","21-160","18:50:00-27026","East Glenn ","East Glenn Administrative Support Building / HR","19:00:37","19:01:19","42","1","0","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Yugo Auburn North 1","19:00:40","19:01:11","31","0","2","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Donahue Crossing 2nd Stop","19:00:46","19:01:22","36","0","0","0","0"
"2026-01-21","21-154","18:40:00-27108","South Auburn","Downs Way & West Longleaf Dr","19:00:47","19:01:02","15","0","0","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","Magnolia Woods Apartments & Greystone Manor","19:01:02","19:01:40","38","0","3","0","0"
"2026-01-21","jAUnt 8","27197-0121_A1","jAUnt","jAUnt Stop 2","19:01:06","19:01:36","30","0","0","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Deerwood Apartments","19:01:08","19:01:47","39","0","0","0","0"
"2026-01-21","21-120","18:45:00-17","Old Row - West Parking","Eagles West Apartments ","19:01:12","19:02:15","63","0","0","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","AU Impound Lot","19:01:13","19:01:46","33","0","0","0","0"
"2026-01-21","jAUnt 1","27142-0121_A1","jAUnt","jAUnt Stop 2","19:01:15","19:01:35","20","0","0","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","The Beacon","19:01:22","19:01:22","0","0","0","0","0"
"2026-01-21","21-106","18:40:00-27062","South Donahue","French Quarter","19:01:36","19:02:12","36","0","4","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Donahue Crossing 3rd Stop","19:01:46","19:02:09","23","0","0","0","0"
"2026-01-21","21-154","18:40:00-27108","South Auburn","Longleaf Villas","19:01:59","19:02:14","15","0","0","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Yugo Auburn North 2nd Stop","19:02:00","19:02:29","29","1","1","0","0"
"2026-01-21","21-163","19:05:00-27052","Samford-Shug Jordan","Student Center Greenspace Pavilion","19:02:11","19:07:04","293","2","1","0","0"
"2026-01-21","21-139","18:45:00-27035","North Auburn","Creekside 1st Stop","19:02:12","19:02:12","0","0","0","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","Burton House / Terra Nova Apts / Cavell Court","19:02:19","19:02:45","26","0","0","0","0"
"2026-01-21","21-151","18:50:00-27050","Park & Ride","Lem Morrison Drive (New Frat Row)","19:02:39","19:03:06","27","0","0","0","0"
"2026-01-21","21-120","18:45:00-17","Old Row - West Parking","The Village","19:02:52","19:03:36","44","0","0","0","0"
"2026-01-21","21-154","18:40:00-27108","South Auburn","The Magnolia 1st Stop","19:03:07","19:03:50","43","0","0","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Webster Crossing","19:03:14","19:03:14","0","0","0","0","0"
"2026-01-21","21-138","18:45:00-27032","Haley West","The Village","19:03:18","19:04:04","46","0","0","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","Auburn Post Office","19:03:39","19:04:19","40","0","0","0","0"
"2026-01-21","21-106","18:40:00-27062","South Donahue","Southern Edge Apartments","19:03:49","19:04:34","45","0","0","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Bellwood","19:04:02","19:04:24","22","0","0","0","0"
"2026-01-21","21-161","18:50:00-27068","West Campus","Lowder Hall","19:04:14","19:04:48","34","0","0","0","0"
"2026-01-21","21-160","18:50:00-27026","East Glenn ","Delta Aviation School","19:04:26","19:10:37","371","0","0","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Ridgewood Village","19:04:43","19:05:17","34","0","0","0","0"
"2026-01-21","21-154","18:40:00-27108","South Auburn","The Magnolia 2nd Stop","19:04:48","19:05:23","35","0","1","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Barron's Trailer Park","19:05:05","19:05:05","0","0","0","0","0"
"2026-01-21","21-151","18:50:00-27050","Park & Ride","Extension Loop","19:05:22","19:05:49","27","0","0","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Village North (To Campus)","19:05:37","19:05:53","16","0","0","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Riverwalk Apartments & The View (To Campus)","19:06:14","19:06:42","28","0","0","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","The Brookes & Hearthstone","19:06:31","19:06:56","25","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","College Mobile Home Park","19:06:43","19:07:02","19","0","0","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Sara St & Veterans Pkwy","19:06:55","19:07:20","25","0","0","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Sanders St & Bragg Ave ","19:06:58","19:07:13","15","0","0","0","0"
"2026-01-21","21-161","19:15:00-27068","West Campus","Student Center Haley Center Pavillion","19:07:06","19:15:09","483","4","1","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","Crossland Downs & Stone Gate Mobile Home Community","19:07:16","19:07:41","25","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Madison Park","19:07:27","19:07:52","25","0","0","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","Evergreen Apartments","19:07:32","19:08:02","30","0","0","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Harmon Duplexes 1st Stop","19:07:43","19:08:15","32","0","0","0","0"
"2026-01-21","21-120","19:15:00-17","Old Row - West Parking","Student Center Haley Center Pavillion","19:07:49","19:15:22","453","3","1","0","0"
"2026-01-21","21-159","18:40:00-27071","Webster Road","College of Veterinary Medicine","19:08:10","19:08:33","23","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","The Brookes & Hearthstone","19:08:16","19:08:36","20","0","0","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Harmon Duplexes 2nd Stop","19:08:29","19:08:51","22","0","0","0","0"
"2026-01-21","21-106","18:40:00-27062","South Donahue","Research Park To Campus","19:08:30","19:08:52","22","0","0","0","0"
"2026-01-21","21-101","18:40:00-27044","North Donahue","Lowder Hall","19:08:43","19:09:15","32","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","Crossland Downs & Stone Gate Mobile Home Community","19:09:06","19:09:26","20","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Greene Hall","19:09:07","19:09:07","0","0","0","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","Student Center Haley Center Pavillion","19:09:09","19:12:53","224","1","1","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Sara St & Harmon Dr","19:09:15","19:09:48","33","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Crossland Downs & Stone Gate Mobile Home Community","19:09:37","19:09:37","0","0","0","0","0"
"2026-01-21","21-167","18:45:00-114","Wire Road","College of Veterinary Medicine","19:09:52","19:10:12","20","0","0","0","0"
"2026-01-21","21-151","19:20:00-27050","Park & Ride","Student Center Haley Center Pavillion","19:10:09","19:20:12","603","2","2","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","Gogue Performing Arts Center","19:10:14","19:10:24","10","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Madison Park","19:10:24","19:10:24","0","0","0","0","0"
"2026-01-21","21-132","18:45:00-27029","Glenn-Harper","Lowder Hall","19:10:34","19:11:33","59","0","0","0","0"
"2026-01-21","21-114","18:40:00-27037","North College","Lowder Hall","19:10:50","19:12:20","90","0","0","0","0"
"2026-01-21","21-168","NIS","South Quad/Fine Arts","Gentilly Park","19:10:52","19:11:24","32","0","0","0","0"
"2026-01-21","21-131","18:50:00-27022","College Loop","South Donahue Dr & Woodfield Dr","19:10:56","19:11:34","38","0","0","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Eagles West Apartments ","19:11:09","19:11:30","21","0","0","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","Lowder Hall & Shelby Center (To Campus)","19:11:25","19:12:56","91","0","0","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Edge West Apartments ","19:11:47","19:12:26","39","0","1","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Student Center Greenspace Pavilion","19:11:56","19:20:20","504","5","1","0","0"
"2026-01-21","21-141","18:40:00-27046","North Ross","Lowder Hall","19:12:10","19:12:38","28","0","0","0","0"
"2026-01-21","21-163","19:05:00-27052","Samford-Shug Jordan","KA Stop","19:12:23","19:12:41","18","0","0","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Hemlock at W. Magnolia","19:12:40","19:13:08","28","0","0","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","South College St & East University Dr","19:13:06","19:13:55","49","0","0","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Dwell Logan Square Apt 1st Stop","19:13:23","19:14:03","40","1","5","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","Student Center Stadium Parking Deck Pavilion","19:13:57","19:20:48","411","15","1","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Student Center Greenspace Pavilion","19:13:59","19:20:33","394","4","2","0","0"
"2026-01-21","21-154","19:20:00-27108","South Auburn","Student Center Stadium Parking Deck Pavilion","19:14:04","19:21:02","418","6","1","0","0"
"2026-01-21","21-158","18:50:00-27058","South College","Lakewood Commons","19:14:26","19:14:52","26","0","1","0","0"
"2026-01-21","21-163","19:05:00-27052","Samford-Shug Jordan","Harper Flatts","19:14:27","19:15:41","74","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Student Center Stadium Parking Deck Pavilion","19:14:27","19:21:21","414","3","2","0","0"
"2026-01-21","21-140","18:40:00-31","Magnolia","Lowder Hall","19:14:30","19:15:01","31","0","0","0","0"
"2026-01-21","21-141","NIS","North Ross","Student Center Greenspace Pavilion","19:15:01","19:15:01","0","0","0","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","Neville Arena","19:15:10","19:15:36","26","0","0","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Dwell Logan Square Apartments 2nd Stop","19:15:16","19:15:54","38","0","0","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","Student Center Greenspace Pavilion","19:15:21","19:20:46","325","3","1","0","0"
"2026-01-21","21-139","19:25:00-27035","North Auburn","Mell St Station","19:15:36","19:27:26","710","1","1","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","Student Center Greenspace Pavilion","19:15:54","19:25:32","578","0","0","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Peachtree Apartments","19:16:22","19:17:05","43","0","1","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Student Center Stadium Parking Deck Pavilion","19:17:21","19:21:15","234","4","0","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","FarmHouse Fraternity","19:17:29","19:17:57","28","0","0","0","0"
"2026-01-21","21-167","19:25:00-114","Wire Road","Student Center Stadium Parking Deck Pavilion","19:17:36","19:19:56","140","0","0","0","0"
"2026-01-21","21-163","19:05:00-27052","Samford-Shug Jordan","3-D Arts Center & Facilities Management","19:18:22","19:20:03","101","0","0","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","West Parking Lot","19:18:43","19:27:21","518","1","1","0","0"
"2026-01-21","21-133","19:05:00-6","West Glenn","Lowder Hall","19:20:23","19:20:54","31","0","0","0","0"
"2026-01-21","21-161","19:15:00-27068","West Campus","Beech St & West Thach Ave","19:20:49","19:21:15","26","0","0","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Student Center Greenspace Pavilion","19:20:57","19:20:57","0","0","0","0","0"
"2026-01-21","21-120","19:15:00-17","Old Row - West Parking","Impound Lot","19:21:33","19:22:08","35","0","1","0","0"
"2026-01-21","21-158","19:25:00-27058","South College","Mell St Station","19:21:56","19:26:41","285","1","0","0","0"
"2026-01-21","21-133","19:30:00-6","West Glenn","Student Center Haley Center Pavillion","19:23:49","19:30:13","384","6","2","0","0"
"2026-01-21","21-161","19:15:00-27068","West Campus","The Grove","19:23:51","19:25:42","111","0","3","0","0"
"2026-01-21","21-160","19:25:00-27026","East Glenn ","Mell St Station","19:24:11","19:26:45","154","3","2","0","0"
"2026-01-21","21-148","19:10:00-27163","North Dean - PM (after 11 am)","Gentry Dr & Drew Ln","19:24:55","19:25:25","30","0","0","0","0"
"2026-01-21","21-151","19:20:00-27050","Park & Ride","The McWhorter Center","19:26:11","19:27:01","50","0","0","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Lowder Hall & Shelby Center (From Campus)","19:26:33","19:27:07","34","1","0","0","0"
"2026-01-21","21-163","19:30:00-27052","Samford-Shug Jordan","Student Center Greenspace Pavilion","19:26:36","19:30:22","226","1","1","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Riverwalk Apartments & The View (From Campus))","19:26:49","19:27:04","15","0","0","0","0"
"2026-01-21","21-148","19:10:00-27163","North Dean - PM (after 11 am)","Auburn Medical Park","19:27:12","19:27:54","42","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Village North (From Campus)","19:27:21","19:27:51","30","0","0","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","West Parking Lot #2","19:27:30","19:27:59","29","0","0","0","0"
"2026-01-21","21-140","19:20:00-31","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","19:27:40","19:28:07","27","0","0","0","0"
"2026-01-21","21-151","19:20:00-27050","Park & Ride","Intramural Field (Biggio Drive)","19:27:52","19:32:53","301","1","2","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","AU Impound Lot","19:28:09","19:28:34","25","0","0","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","AU Research Park & The Edge Apartments","19:28:14","19:28:53","39","0","6","0","0"
"2026-01-21","21-161","19:15:00-27068","West Campus","Lowder Hall","19:28:15","19:28:49","34","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Cary Drive & North Donahue Dr ","19:28:20","19:28:39","19","0","0","0","0"
"2026-01-21","21-120","19:15:00-17","Old Row - West Parking","Edge West Apartments","19:29:18","19:30:08","50","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Woodland Hills Apartments ","19:29:20","19:29:39","19","0","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","319 Bragg","19:29:23","19:29:53","30","0","1","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Greene Hall","19:29:23","19:29:46","23","0","0","0","0"
"2026-01-21","21-132","19:20:00-27029","Glenn-Harper","Gay St & Mitcham Ave (The Standard)","19:30:00","19:31:01","61","0","1","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Summer Wind Apartments & The Domain ","19:30:05","19:30:32","27","0","0","0","0"
"2026-01-21","21-148","19:10:00-27163","North Dean - PM (after 11 am)","Auburn Mall","19:30:13","19:31:15","62","0","0","0","0"
"2026-01-21","21-154","19:20:00-27108","South Auburn","Samford Square","19:30:19","19:30:57","38","0","8","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Crossland Downs & Large Animal Teaching Hospital","19:30:24","19:30:47","23","0","1","0","0"
"2026-01-21","21-138","19:10:00-27032","Haley West","The Village","19:30:27","19:31:15","48","0","0","0","0"
"2026-01-21","21-120","19:15:00-17","Old Row - West Parking","Eagles West Apartments ","19:30:30","19:31:35","65","0","0","0","0"
"2026-01-21","21-160","19:25:00-27026","East Glenn ","East Thach Ave & Cove Ct","19:31:05","19:31:39","34","0","2","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","East Drake Ave & North Ross St","19:31:12","19:31:38","26","0","1","0","0"
"2026-01-21","21-131","19:25:00-27022","College Loop","VCOM","19:31:16","19:31:43","27","0","0","0","0"
"2026-01-21","21-161","19:40:00-27068","West Campus","Student Center Haley Center Pavillion","19:31:49","19:40:19","510","3","0","0","0"
"2026-01-21","21-141","19:20:00-27046","North Ross","North Ross St & Martin Ave","19:31:57","19:32:28","31","0","0","0","0"
"2026-01-21","21-120","19:15:00-17","Old Row - West Parking","The Village","19:32:18","19:32:47","29","0","0","0","0"
"2026-01-21","21-106","19:20:00-27062","South Donahue","South College St & East Longleaf Dr","19:32:29","19:32:52","23","1","0","0","0"
"2026-01-21","21-114","19:20:00-27037","North College","Gay St & E Drake Ave ","19:32:35","19:32:51","16","0","0","0","0"
"2026-01-21","21-101","19:20:00-27044","North Donahue","Donahue Crossing 1st Stop","19:32:37","19:40:33","476","0","2","0","0"
"2026-01-21","21-159","19:20:00-27071","Webster Road","Gentilly Park","19:32:40","19:33:04","24","0","1","0","0"
